unit,cycle,actual_rul,pred_rul,lower_ci,upper_ci,violation_magnitude,outside_ci
92,1,340,281.1633744208573,172.623,337.8175,58.83662557914272,True
84,112,155,96.28281989599965,68.8731100795756,132.520032358581,58.71718010400035,True
84,108,159,101.03030528139713,62.1673343373494,148.04999999999995,57.96969471860287,True
84,110,157,99.63516642587317,69.56171875,144.13311965811963,57.364833574126834,True
94,124,134,76.65873697823871,39.108166833166834,127.76156716417906,57.34126302176129,True
90,113,41,98.21838423747339,47.5,149.8212277600365,57.21838423747339,True
84,119,148,92.70551910581467,57.89991666666666,143.43285714285707,55.29448089418533,True
84,77,190,134.80176932455765,71.84642857142858,188.39687499999997,55.198230675442346,True
93,106,49,104.11248300735733,51.84310126582279,183.72394179894178,55.112483007357326,True
90,127,27,81.78502662017445,56.902,118.74499999999996,54.78502662017445,True
93,102,53,107.53239451076213,57.05929824561404,205.5027766798419,54.53239451076213,True
84,134,133,78.47310429997754,60.12513289036545,105.97242647058823,54.526895700022465,True
84,75,192,137.89407934319598,102.50221028531173,186.88392857142856,54.10592065680402,True
56,143,132,78.2065156556168,47.51111111111111,130.44126602564094,53.7934843443832,True
94,109,149,95.33452314728815,62.885742927967335,148.231914893617,53.66547685271185,True
86,1,277,223.8340189033333,176.75117647058823,275.0793939393939,53.16598109666671,True
90,118,36,89.16130132755254,51.141666666666666,124.49916666666665,53.161301327552536,True
84,117,150,96.88232270188597,64.03267751790982,144.7393269230769,53.11767729811403,True
93,96,59,112.10674045908213,61.93666666666667,199.77348484848483,53.10674045908213,True
84,155,112,58.99308778947663,28.9466796875,107.23124999999999,53.00691221052337,True
84,74,193,140.10040083863785,75.0890625,189.84624505928852,52.89959916136215,True
90,115,39,91.66120817276287,47.19263541336712,131.27499999999992,52.66120817276287,True
90,108,46,98.55789504193238,48.6425,145.49247004357298,52.55789504193238,True
93,107,48,100.45236031692012,55.45251196172249,190.58114669421482,52.45236031692012,True
86,4,274,221.6641947255936,176.75117647058823,269.006550802139,52.3358052744064,True
90,123,31,82.96689277595293,46.33475609756098,116.16910256410256,51.96689277595293,True
90,121,33,84.88698630979557,45.28405612244898,127.2963235294117,51.886986309795574,True
93,124,31,82.55242343604532,47.024041811846686,125.94833702882481,51.552423436045316,True
93,104,51,102.54040469416333,55.856818181818184,194.82499999999976,51.54040469416333,True
93,119,36,87.48899371149497,41.9275,165.3391344956413,51.48899371149497,True
2,2,285,233.7468847847204,168.22548387096776,281.29375,51.25311521527959,True
86,3,275,223.92143902599418,180.12546088223056,271.1708333333333,51.078560974005825,True
86,2,276,225.01495895180867,176.33191420214493,275.2733333333333,50.985041048191334,True
92,2,339,288.3156558084062,173.5115732368897,338.14285714285717,50.68434419159382,True
77,87,67,117.63094127602487,70.60902777777778,141.15870150862068,50.63094127602487,True
86,107,171,120.44847452148929,84.8228794642857,169.49733542319743,50.55152547851071,True
86,101,177,126.56223261646414,81.61037946428571,173.315625,50.437767383535856,True
84,131,136,85.6844038337526,57.213950216450215,126.89305830039524,50.3155961662474,True
83,57,236,185.8333255807887,136.6524785431338,234.675,50.16667441921129,True
77,73,81,131.10099773165985,82.855625,186.10441176470576,50.100997731659845,True
84,144,123,73.356173713077,43.54055555555556,107.6491319444444,49.643826286923,True
77,90,64,113.63128962553812,67.04510845749343,147.67470588235295,49.631289625538116,True
83,4,289,239.45233086268647,193.08596499497236,288.451,49.547669137313534,True
83,1,292,242.48522885191275,194.80153337564795,290.0,49.51477114808725,True
83,5,288,238.59554228496748,193.70380697332493,287.56149999999997,49.40445771503252,True
74,136,30,79.36998448327942,51.9625,106.94489583333328,49.369984483279424,True
83,53,240,190.69021273215282,138.1401643827729,235.80964176829266,49.309787267847184,True
20,2,232,182.77728712645526,168.52524686437076,224.58726851851853,49.22271287354474,True
93,117,38,87.18141730901803,54.41854917234664,158.67789855072462,49.18141730901803,True
90,119,35,84.03043472347765,47.050483870967746,141.6216860465116,49.030434723477654,True
90,122,32,81.02922887845163,45.28405612244898,120.17655296092796,49.02922887845163,True
84,76,191,141.9870976978634,108.87047050561797,189.50967741935483,49.01290230213661,True
24,121,26,74.97496156807273,47.50954907161804,105.0124999999999,48.97496156807273,True
74,127,39,87.91091459420984,57.810674157303374,120.58946153846152,48.91091459420984,True
93,98,57,105.87596627655374,57.241025641025644,195.94055944055944,48.87596627655374,True
77,76,78,126.54772847023281,78.49363636363637,161.14999999999986,48.54772847023281,True
17,115,161,112.48024923496584,80.36154495777447,150.3401315789473,48.51975076503416,True
20,81,153,104.71481859778389,90.38234275053304,138.35520833333322,48.28518140221611,True
90,109,45,93.17651674576092,47.627884615384616,133.2417929292928,48.17651674576092,True
96,2,334,285.9487473461295,173.9920543478261,333.13125,48.051252653870506,True
94,129,129,80.94947675770985,57.05640376924009,120.69932170542634,48.050523242290154,True
20,80,154,105.9648655345795,79.93112922705313,135.76459288990824,48.0351344654205,True
17,113,163,114.96697344981281,71.83034444444445,158.54749999999993,48.03302655018719,True
84,151,116,68.15571507380295,41.980299334811534,100.85078125,47.84428492619705,True
20,100,134,86.15922870369158,68.61264423076923,118.94124999999998,47.84077129630842,True
93,101,54,101.81456342225246,64.00896226415095,175.90442307692305,47.81456342225246,True
20,79,155,107.51419061754059,89.35367782042724,135.87605888429752,47.48580938245941,True
85,120,68,115.46367530469074,74.52798230593606,170.44444444444443,47.46367530469074,True
84,129,138,90.55585732008646,60.942115384615384,132.69580419580413,47.44414267991354,True
83,2,291,243.6058651379606,193.70380697332493,288.88125,47.39413486203941,True
20,84,150,102.62762128860075,83.76544642857142,127.55208333333333,47.37237871139925,True
83,55,238,190.7382318067196,137.52104978354978,236.88781249999994,47.2617681932804,True
17,106,170,122.8409668159831,78.31555581613509,167.5,47.159033184016906,True
90,106,48,95.04288864737947,49.745000000000005,134.7838893581081,47.04288864737947,True
20,26,208,161.21726365150226,144.92296522285653,191.93713235294115,46.782736348497735,True
20,4,230,183.22723939695814,168.83110665929814,224.7828125,46.77276060304186,True
77,70,84,130.68185710307884,84.63194444444444,165.1838162970106,46.68185710307884,True
90,126,28,74.49163964123397,44.18089285714286,110.286625,46.491639641233974,True
90,116,38,84.47978385309628,39.579166666666666,148.1267857142857,46.47978385309628,True
20,34,200,153.5537217743631,126.57953846153846,190.78226495726497,46.44627822563689,True
20,76,158,111.61425461994965,93.6976,143.8880952380951,46.38574538005035,True
86,105,173,126.67599112461006,79.190625,172.678869047619,46.324008875389936,True
90,117,37,83.14229294636121,46.68405612244898,113.90688071164688,46.14229294636121,True
94,132,126,79.9413828163156,55.907262491203376,122.72444444444444,46.058617183684404,True
77,85,69,114.87175099211723,75.6921875,138.4759507126602,45.87175099211723,True
20,35,199,153.18987900645888,134.91525669642857,180.41503496503498,45.81012099354112,True
20,96,138,92.22847156004752,70.30192307692307,127.42083333333333,45.771528439952476,True
90,111,43,88.71908692890315,47.14350649350649,145.4521276595743,45.71908692890315,True
20,5,229,183.2999993925037,168.93761345037942,225.9026041666666,45.70000060749629,True
2,147,140,94.32599994098014,62.97115384615385,132.94374999999997,45.67400005901986,True
20,25,209,163.4003484508712,146.15421750977373,202.2535256410256,45.599651549128794,True
20,3,231,185.4023892934452,169.07270033945565,229.39499999999998,45.5976107065548,True
93,127,28,73.4906350275834,45.878372352285396,116.63664596273291,45.490635027583394,True
25,1,229,183.51811658748548,167.1740580477474,222.28854166666665,45.48188341251452,True
24,72,75,120.47376947179563,85.884375,162.33749999999975,45.473769471795634,True
20,38,196,150.6949764014994,132.1180303030303,191.29451871657756,45.30502359850061,True
20,39,195,149.88882367280522,131.09262262658228,191.13714063714065,45.111176327194784,True
84,146,121,75.98495438674202,57.63012387387387,102.02828124999995,45.01504561325798,True
87,140,38,82.91596440244894,48.48269230769231,116.09337675765096,44.915964402448935,True
25,3,227,182.12107642897178,167.37688352104328,211.9980769230768,44.878923571028224,True
86,143,135,90.16418469934891,61.914466366525424,130.8677109300095,44.83581530065109,True
20,29,205,160.2062971012283,142.9417981826877,193.36442307692306,44.7937028987717,True
25,2,228,183.2271391354558,168.4625,220.19122596153846,44.772860864544214,True
25,4,226,181.24232622143947,165.403125,215.99342857142852,44.75767377856053,True
90,110,44,88.71080069537305,51.473437499999996,142.32499999999996,44.71080069537305,True
20,87,147,102.29561556954842,86.16838454972257,128.09999999999997,44.70438443045158,True
16,121,88,43.30347528686026,27.138506610576925,60.81986222732491,44.69652471313974,True
74,126,40,84.54066493000015,56.45783410138249,117.71701660839156,44.54066493000015,True
20,33,201,156.50181597397173,139.54710549258937,192.2506944444444,44.49818402602827,True
20,30,204,159.52272833354615,143.74759567767987,192.09715909090906,44.477271666453845,True
65,126,27,71.46542437841056,47.74492073170732,95.31688034188026,44.46542437841056,True
90,120,34,78.28752624611576,41.20357142857143,117.89523679417115,44.28752624611576,True
70,95,42,86.25699208114139,42.9125,154.64749034749028,44.25699208114139,True
20,37,197,152.79690126005858,134.43573195187167,195.52499999999998,44.203098739941424,True
20,27,207,162.84974768169053,146.68127774209148,195.74430147058823,44.15025231830947,True
20,31,203,158.86575108533955,142.3601404494382,191.7989898989899,44.134248914660446,True
93,120,35,79.08820939494242,47.19263541336712,120.25848837209303,44.088209394942425,True
90,107,47,91.08537543476945,47.925,123.37814685314683,44.085375434769446,True
20,85,149,104.9489416965176,88.0418525179856,140.36136363636362,44.05105830348241,True
84,145,122,78.05823505023335,57.26356740064447,110.43316189624328,43.94176494976665,True
20,28,206,162.0719843914684,145.3930959683603,196.4525,43.92801560853161,True
93,131,24,67.89036719085739,43.74015151515152,97.42197403169014,43.89036719085739,True
83,102,191,147.12515776260798,104.66454259017819,184.55249999999998,43.874842237392016,True
20,8,226,182.1497214989166,167.0789345738295,224.7828125,43.85027850108341,True
20,82,152,108.38833331834304,92.90985555292445,146.96874999999991,43.611666681656956,True
20,50,184,140.4560513456889,118.87220149253731,175.25101010101005,43.543948654311095,True
25,66,164,120.47396886418966,83.10625,161.5,43.52603113581034,True
25,79,151,107.66638243668277,90.93496677740865,144.6298611111111,43.33361756331723,True
56,192,83,39.7013605954997,23.355789473684208,63.54464285714285,43.2986394045003,True
20,56,178,134.866332358117,104.6453488372093,176.63125,43.133667641882994,True
20,54,180,136.91229753829387,118.06746007984032,176.39374999999998,43.08770246170613,True
20,40,194,150.9425242176889,135.44217126375307,190.8059954751131,43.05747578231109,True
20,53,181,138.06946592290436,119.80541370007788,176.48011363636363,42.93053407709564,True
84,156,111,68.13859237465812,34.03148942420682,104.68333333333332,42.86140762534188,True
20,55,179,136.21040832414215,119.31702153944538,176.63125,42.78959167585785,True
56,166,109,66.30678185046769,37.60079414512613,104.23083333333332,42.69321814953231,True
84,132,135,92.36313529649678,63.93661740558293,124.13090277777776,42.63686470350322,True
20,88,146,103.3792570048107,69.66041666666666,145.6833333333333,42.6207429951893,True
20,83,151,108.46817317655535,76.6425,150.75,42.531826823444646,True
93,91,64,106.51828671557108,64.95641025641025,178.06249999999991,42.51828671557108,True
24,94,53,95.51089369782866,60.34947916666667,122.47861305361305,42.510893697828664,True
20,1,233,190.62279048380887,164.6006220657277,229.57321428571427,42.37720951619113,True
20,101,133,90.6295654041103,72.85476503078596,132.31071428571428,42.370434595889705,True
93,109,46,88.32200768319174,50.440937500000004,152.6887124220079,42.32200768319174,True
25,7,223,180.6910676636334,165.691731837334,213.1162857142855,42.30893233636661,True
20,107,127,84.79613147322758,61.49748908296943,121.11249999999998,42.203868526772425,True
89,158,59,101.05468702927891,62.24166666666667,147.1656550480768,42.05468702927891,True
22,133,69,27.014309632587615,16.212255244755244,43.86041666666666,41.98569036741239,True
90,114,40,81.95579635742533,47.53079937304076,115.11136363636362,41.95579635742533,True
20,97,137,95.07287539115678,66.68593750000001,136.2794642857142,41.927124608843215,True
24,112,35,76.91854919001118,47.4365,93.30572243346008,41.91854919001118,True
24,73,74,115.86093098681022,76.5,156.88125,41.86093098681022,True
20,9,225,183.17693898445398,167.47412087912087,224.58726851851853,41.82306101554602,True
11,4,236,194.19049560315537,162.48096068754253,232.0285294117647,41.80950439684463,True
20,113,121,79.24585452717054,57.172164948453606,107.77619047619045,41.754145472829464,True
20,86,148,106.2575063171832,92.73596640589047,140.97142857142856,41.7424936828168,True
20,52,182,140.27736020121958,121.00779573367808,179.42083333333332,41.72263979878042,True
20,45,189,147.27841049868806,130.40743129953836,188.47802197802187,41.72158950131194,True
20,7,227,185.28578229451998,167.5122073270569,226.27666666666664,41.714217705480024,True
20,13,221,179.28650263946741,161.0780829371671,219.9701923076923,41.713497360532585,True
84,174,93,51.28704732650631,34.93753583715596,80.87336363636351,41.71295267349369,True
20,60,174,132.32759523293447,114.81891521598969,173.26623376623374,41.67240476706553,True
17,149,127,85.39972270682706,64.8436217948718,112.96874999999997,41.60027729317294,True
24,64,83,124.59808012139416,89.683125,150.57358387799562,41.59808012139416,True
74,108,58,99.57457583283092,63.4475,137.7840909090909,41.57457583283092,True
24,91,56,97.4629430918325,64.42085336538462,116.48800682524663,41.4629430918325,True
25,77,153,111.54510715602895,94.20613094219514,148.24943181818173,41.45489284397105,True
25,6,224,182.55475837984395,166.4546522556391,222.34687499999995,41.445241620156054,True
17,104,172,130.56461807986378,101.17852272727272,171.23807189542484,41.43538192013622,True
20,51,183,141.56563502822027,120.4152205882353,176.9458333333333,41.43436497177973,True
20,42,192,150.60425672252305,134.7030641385768,191.62424242424242,41.39574327747695,True
25,85,145,103.6865157409833,79.74163560111836,144.3017361111111,41.313484259016704,True
24,48,99,140.29852859897093,104.38499999999999,178.86860734520437,41.29852859897093,True
93,103,52,93.28948156025183,57.8034649122807,154.89037433155065,41.28948156025183,True
25,58,172,130.78501389117645,108.0818426724138,169.0,41.21498610882355,True
20,32,202,160.82665339114988,138.4127267224301,199.99166666666665,41.173346608850125,True
54,53,204,162.84678310367826,127.53234073245407,201.23808243727598,41.15321689632174,True
24,57,90,131.08664556806104,91.665,206.85833333333332,41.086645568061044,True
20,20,214,173.00421082529155,153.98725469552767,212.96659090909088,40.99578917470845,True
93,95,60,100.99150380733722,61.81136363636364,172.52272727272714,40.991503807337224,True
20,92,142,101.07764066229969,71.18317307692307,130.10240384615375,40.922359337700314,True
20,21,213,172.1356348896873,150.3559279021343,211.92886363636362,40.86436511031269,True
17,122,154,113.1773110152407,77.33649220955768,153.92499999999998,40.822688984759296,True
81,104,136,95.21085152231167,58.87321428571428,134.73654605263155,40.78914847768833,True
74,129,37,77.7681558887803,48.61162790697674,108.33642857142856,40.7681558887803,True
25,59,171,130.24926025978138,113.26211460446247,169.0,40.75073974021862,True
25,86,144,103.26732228032711,91.08064646464646,134.3836879432622,40.73267771967289,True
24,89,58,98.68614174348185,60.34947916666667,123.9638461538461,40.686141743481855,True
66,115,87,46.31421557649324,24.82873292127521,84.17499999999998,40.68578442350676,True
20,93,141,100.32506378242837,76.96658889381511,134.01666666666665,40.67493621757163,True
25,33,197,156.34609057581338,139.10707478005867,195.29916666666665,40.65390942418662,True
25,102,128,87.36322401163142,70.8074130196562,112.41521739130434,40.63677598836858,True
25,60,170,129.379470894493,113.75544710695499,166.38749999999987,40.62052910550699,True
25,28,202,161.41807790926902,145.14951031473595,197.1509457236842,40.581922090730984,True
24,70,77,117.5543375854223,78.78392857142858,141.75413333333333,40.5543375854223,True
25,52,178,137.45579929083337,107.68264126712329,176.8145833333333,40.54420070916663,True
46,112,144,103.47829516049731,72.18761359012613,127.7255737172548,40.52170483950269,True
31,75,159,118.51185921085438,92.64957826086957,157.6875,40.48814078914562,True
20,94,140,99.56298194423015,79.9816652797337,139.1666666666666,40.437018055769855,True
74,137,29,69.38559947812001,42.866704545454546,93.18639166666664,40.385599478120014,True
20,41,193,152.62192793128227,134.37705672141118,192.40374999999997,40.37807206871773,True
25,8,222,181.6818643037768,164.99267857142857,220.0328125,40.31813569622321,True
25,61,169,128.85071052719047,113.34240323406746,160.9931818181818,40.14928947280953,True
25,11,219,178.97399696640673,160.75998391926362,210.06277777777777,40.02600303359327,True
90,125,29,69.01008110624943,33.69644648829431,107.37857142857139,40.01008110624943,True
20,91,143,103.02727848343913,83.99898041553345,133.15961538461534,39.97272151656087,True
24,92,55,94.95725276784027,61.232142857142854,118.44018006700168,39.957252767840274,True
25,104,126,86.05105124107455,72.35246815286625,103.95151515151508,39.948948758925454,True
90,103,51,90.92687282122027,51.08888888888889,157.06057692307692,39.92687282122027,True
24,93,54,93.91497073069232,58.24455128205128,122.06375915750912,39.91497073069232,True
25,5,225,185.10700738492588,159.68639215686275,221.31499999999997,39.89299261507412,True
74,138,28,67.88064344307354,43.47948717948718,89.65127118644067,39.88064344307354,True
93,116,39,78.85554016518186,46.68405612244898,124.7022844827586,39.855540165181864,True
25,9,221,181.14773713569187,165.338617673445,218.96388888888887,39.85226286430813,True
98,132,24,63.78465019806326,39.07232142857143,100.87964285714285,39.78465019806326,True
25,96,134,94.22701740674577,72.69910956580733,123.24619883040936,39.77298259325423,True
20,48,186,146.27054781105582,123.77208994708995,180.33595238095234,39.72945218894418,True
81,111,129,89.28135999386768,63.697923076923075,127.40792682926829,39.71864000613232,True
25,36,194,154.29596372915904,137.43948641444075,192.69206730769224,39.70403627084096,True
84,139,128,88.31701800806617,63.06538752215157,121.57215909090908,39.68298199193383,True
25,10,220,180.34029092265564,165.59305794133192,210.06277777777777,39.65970907734436,True
25,32,198,158.393489638244,141.0955270963793,195.29916666666665,39.606510361755994,True
20,63,171,131.44555099552798,114.2264478034955,170.51089743589742,39.55444900447202,True
93,115,40,79.5228224668319,51.70272727272728,110.79718749999996,39.5228224668319,True
25,37,193,153.51857786507344,135.68452719516532,191.8126923076923,39.48142213492656,True
25,56,174,134.55996067175212,115.46073706896551,169.39374999999998,39.44003932824788,True
24,97,50,89.41991015280502,65.26355422814771,106.36673027989822,39.419910152805016,True
20,49,185,145.58145002259158,125.18443765960826,182.03999999999996,39.41854997740842,True
24,90,57,96.4049764470297,64.42085336538462,110.94162760416665,39.404976447029696,True
25,27,203,163.60641363422954,145.0180978566162,202.58787878787876,39.39358636577046,True
72,182,31,70.35415908217142,37.64097222222222,97.06541747259833,39.35415908217142,True
24,109,38,77.33529858018528,46.27578014184397,114.07215909090907,39.33529858018528,True
25,88,142,102.68734649009481,86.7916166380789,138.6036858974359,39.31265350990519,True
93,113,42,81.29159500885348,49.45639204545455,123.17700854700846,39.29159500885348,True
20,65,169,129.74934670906904,112.5569332566168,168.7896853146853,39.250653290930956,True
86,148,130,90.7939882361615,65.4097435897436,129.52152777777778,39.206011763838504,True
24,108,39,78.16665661635597,55.97470588235294,92.33805372154619,39.166656616355965,True
25,16,214,174.83615529386464,154.44050391644907,209.08428571428567,39.163844706135365,True
85,81,107,146.16159569929331,108.1436724137931,203.3760144927536,39.161595699293315,True
31,2,232,192.83878565003863,161.82124348581354,227.1909090909091,39.16121434996137,True
20,114,120,80.89006419474335,62.400261045741445,110.10458211143694,39.109935805256654,True
90,131,23,61.98327929647587,28.155,92.07613636363637,38.98327929647587,True
74,118,48,86.9779994953091,55.573055555555555,113.11622964626612,38.977999495309106,True
24,107,40,78.96704611703157,55.596212121212126,105.23989091831557,38.96704611703157,True
20,90,144,105.12966945069954,84.12931818181818,140.99835164835164,38.87033054930046,True
20,89,145,106.16332341917386,87.55816091337907,143.5517857142857,38.836676580826136,True
25,31,199,160.20587813489473,141.0268073531278,197.4525,38.79412186510527,True
24,114,33,71.71380332459265,38.180952380952384,92.5296354408802,38.71380332459265,True
17,105,171,132.28847668077145,98.13659029649595,169.3926923076923,38.71152331922855,True
20,109,125,86.29205486948867,68.486763402747,113.36947708578143,38.707945130511334,True
83,235,58,96.70654351110787,66.47207419017764,144.195479368932,38.70654351110787,True
25,39,191,152.32575837368194,136.23495431115276,190.40624999999997,38.674241626318064,True
25,107,123,84.35570034071002,62.36802791802792,107.2602422003284,38.644299659289985,True
25,100,130,91.36333525921114,75.07403304208712,120.60024844720498,38.63666474078886,True
24,87,60,98.54595016165989,61.35653594771242,117.15764732033357,38.54595016165989,True
20,111,123,84.47417296130624,69.24344454887218,108.29772727272723,38.52582703869376,True
25,14,216,177.5202079871624,159.26426742821022,210.06277777777777,38.479792012837606,True
86,146,132,93.52261344538333,68.50920884048686,125.8088191699604,38.47738655461667,True
58,119,28,66.36678502196781,32.618907864523536,113.71127877237836,38.366785021967814,True
24,95,52,90.31675527839451,57.354166666666664,108.9367647058823,38.31675527839451,True
78,185,46,84.27401275170054,52.23097826086957,129.868409090909,38.27401275170054,True
98,104,52,90.22678367143001,53.665909090909096,163.581941031941,38.22678367143001,True
25,40,190,151.78256193967476,133.00315695864828,189.39374999999998,38.217438060325236,True
25,13,217,178.7906392351138,161.36383668556343,209.08428571428567,38.20936076488621,True
25,62,168,129.8806779211779,115.37266911764705,163.83749999999998,38.11932207882211,True
25,64,166,127.91340268155179,107.51518292682927,162.16249999999994,38.08659731844821,True
84,195,72,33.91807799153728,18.010283687943264,61.32,38.08192200846272,True
54,2,255,216.92897671522124,163.832,252.134375,38.07102328477876,True
20,108,126,87.97716190963973,73.10081852370769,107.0316576086956,38.02283809036027,True
24,69,78,116.01963184064802,79.90357142857142,141.59276701030927,38.01963184064802,True
25,21,209,170.99900065655564,150.7575002731345,207.28092105263156,38.00099934344436,True
85,139,49,86.94556564426573,58.97115384615385,138.1646296296296,37.94556564426573,True
70,106,31,68.92577110063735,40.17272058823529,111.4857352941176,37.92577110063735,True
59,199,32,69.91672896445912,43.75991379310345,116.8642857142857,37.916728964459125,True
25,90,140,102.14845633078757,82.69039064658746,130.4170212765957,37.85154366921243,True
25,12,218,180.16919470310458,163.4371911164995,212.50370370370362,37.83080529689542,True
25,35,195,157.23061753596042,137.92167572463768,191.7076923076923,37.76938246403958,True
85,137,51,88.70957092524198,56.21530920060332,157.37288812785388,37.70957092524198,True
93,122,33,70.67833904257114,51.675,103.80318302387262,37.67833904257114,True
84,179,88,50.36875986281561,32.0151672979798,78.53780487804876,37.63124013718439,True
90,112,42,79.57451821055385,47.704829545454544,112.512150243309,37.57451821055385,True
89,174,43,80.54313316398554,51.976136363636364,110.12560461956518,37.543133163985544,True
25,17,213,175.46068462223224,155.85732350800583,210.06277777777777,37.539315377767764,True
24,85,62,99.43531638698356,62.24166666666667,120.70071428571428,37.43531638698356,True
93,111,44,81.4200852064289,48.12045454545455,118.452584177486,37.420085206428894,True
25,87,143,105.61080233245234,92.68693158445282,142.9958333333333,37.38919766754766,True
74,124,42,79.25402663458719,47.15985576923077,108.52966171617162,37.25402663458719,True
74,133,33,70.24477499944132,48.44398148148148,97.89734782608696,37.24477499944132,True
25,19,211,173.80246853188203,154.85758925143952,210.06277777777777,37.19753146811797,True
24,88,59,96.19240506267549,61.35653594771242,118.83440934065933,37.19240506267549,True
46,106,150,112.87946763975218,80.69259615384615,148.71666666666667,37.12053236024782,True
24,84,63,100.0979295815608,63.87727272727273,117.48741099683544,37.097929581560805,True
24,117,30,67.0964778330062,33.306666666666665,102.34428879310344,37.096477833006205,True
70,99,38,75.09496504435032,39.105555555555554,131.3980099502487,37.09496504435032,True
25,89,141,103.91684881768855,89.40961071867322,140.6894886363636,37.083151182311454,True
25,106,124,86.9249895597413,71.62551817408219,105.1945205479452,37.075010440258694,True
24,51,96,132.98559515426248,100.14056776556777,172.29763157894737,36.985595154262484,True
24,99,48,84.97314062785307,52.25892857142857,107.74353448275862,36.97314062785307,True
83,221,72,108.91781312920223,74.59242584745762,150.25573775249592,36.91781312920223,True
25,65,165,128.17288296342656,111.89045300727877,160.9931818181818,36.82711703657344,True
24,119,28,64.8035466633052,37.21590909090909,88.26593749999998,36.8035466633052,True
54,108,149,112.23042898328232,82.68632384208112,144.14365203761756,36.76957101671768,True
79,146,53,89.75246610012303,54.19114583333334,158.29714285714272,36.75246610012303,True
74,122,44,80.74750801557605,50.99107142857143,106.65138714733543,36.747508015576045,True
24,83,64,100.73401760781668,65.48296875,121.56087796713327,36.73401760781668,True
25,68,162,125.29326826591166,101.34612344543703,159.29375000000002,36.706731734088336,True
84,168,99,62.29817524117739,35.13810975609756,95.42065217391298,36.70182475882261,True
85,147,41,77.67765942189475,51.833705357142854,107.31552124505926,36.677659421894745,True
25,67,163,126.32531842041656,106.90522781587697,156.38749999999996,36.674681579583435,True
83,251,42,78.63134523257723,44.140277777777776,105.61946969696969,36.63134523257723,True
99,157,28,64.60077103481404,32.3225,120.24230769230769,36.600771034814045,True
89,168,49,85.58270007592697,54.09185126582279,116.37014899211218,36.582700075926965,True
25,69,161,124.433028745824,101.28472016848143,159.6819444444444,36.566971254175996,True
61,151,34,70.54080663605312,34.29833333333333,133.73898026315788,36.54080663605312,True
25,91,139,102.45947807042855,82.39601288582558,135.9185483870967,36.540521929571455,True
56,190,85,48.47074537085276,24.5125,76.53220648698036,36.52925462914724,True
79,159,40,76.5202445057925,45.86875,103.61653535353534,36.520244505792505,True
24,111,36,72.47866456672429,38.72683823529412,100.9671296296296,36.47866456672429,True
